News Title,Proverb,Similarity level
"Cientistas alertam que vários dos “piores cenários climáticos” já estão a acontecer
","a lição dos exemplos instrui muito mais, que a dos preceitos.
",0.2727272727272727
"""Até 2030 o mundo tem de reduzir anualmente 7,6% das suas emissões de gases de estufa""
","cachorro mordido de cobra, tem medo até de barbante.
",0.5393598899705937
"Ciclones tropicais vão ser cada vez mais frequentes na Europa
","os vivos são sempre e cada vez mais governados pelos mais vivos.
",0.3265986323710904
"A Terra Inabitável. Quando o terror é a reacção adequada
","quando a passarada berra, o marinheiro procura terra.
",0.3333333333333334
"Urgência climática: OCDE quer que doadores parem de subsidiar combustíveis fósseis nos países em desenvolvimento
","quem diz o que quer, ouve o que não quer.
",0.29814239699997197
"Canal de Suez faz 150 anos ameaçado pela rota num Ártico sem gelo
","quando de faz uma panela, faz-se o testo para ela.
",0.24019223070763074
"Clima: portugueses acreditam que protestos podem gerar novas políticas
","carne que baste, vinho que farte, pão que sobre.
",0.2581988897471611
"“Ainda não é demasiado tarde para salvarmos os oceanos”
","quem não é para comer, não é para trabalhar.
",0.42640143271122083
"Nações Unidas alertam que temperatura do planeta vai aumentar
","mais vale um que bem mande do que dois que mal façam.
",0.3142696805273545
"A 29 de Novembro há nova Greve Climática Estudantil — para inaugurar a “época de ouro do activismo”
","a palavra é de prata e o silêncio é de ouro.
",0.42874646285627205
"Clima – 10 resoluções para 2020
","a aversão é para o coração, o que a prevenção é para o espírito.
",0.2981423969999719
"Nova meta de inflação e combate ao aquecimento global. O BCE redefine a sua missão
","de Santa Luzia ao Natal, um salto de pardal, de Natal a Janeiro, um salto de carneiro.
",0.24753688574416857
"Nível atual de emissão de gases vai elevar a temperatura mais três graus
","nove meses de Inverno, três de inferno.
",0.44543540318737396
"Malásia devolve 150 contentores ilegais de lixo a países desenvolvidos
","de médico, de sábio e de louco todos temos um pouco.
",0.25
"Relógio do Apocalipse coloca humanidade a 100 segundos do fim
","a grama é sempre mais verde do lado do vizinho.
",0.38138503569823695
"""Tempestade """"Glória"""" fez 12 mortos em Espanha. Governo culpa alterações climáticas""
","gaivotas em terra, tempestade no mar.
",0.2461829819586655
"Impacto mais antigo de um asteroide na Terra ocorreu na Austrália há 2.229 milhões de anos
","de médico, de sábio e de louco todos temos um pouco.
",0.3913118960624632
"Atuais emissões de gases vão provocar aumento de três graus nas temperaturas
","nove meses de Inverno, três de inferno.
",0.44543540318737396
"Quer combater o aquecimento global? Plante uma árvore
","uma mulher é sempre uma interrogação.
",0.28571428571428564
"Veredicto abre a porta a protecção para “refugiados climáticos”
","a aversão é para o coração, o que a prevenção é para o espírito.
",0.2519763153394848
"PAN propõe fim da isenção do imposto do petróleo para avião e barcos
","a grama é sempre mais verde do lado do vizinho.
",0.33806170189140666
"Judoca Jorge Fonseca galardoado com o prémio Ética no Desporto de 2019
","com um olho no burro e o outro no cigano.
",0.2860387767736777
"Paulo Gonçalves condecorado a título póstumo com Colar de Honra ao Mérito Desportivo
","de Santa Luzia ao Natal, um salto de pardal, de Natal a Janeiro, um salto de carneiro.
",0.24753688574416857
"Judocas Jorge Fonseca e Patrícia Sampaio eleitos atletas do ano na Gala do Desporto
","a grama é sempre mais verde do lado do vizinho.
",0.3265986323710904
"Óculos de natação com realidade aumentada
","a lisonja é incompatível com a nobreza de carácter.
",0.3333333333333334
"De pequenino se começa a rolar no primeiro skatepark do Porto
","de pequenino se constrói o destino.
",0.4242640687119285
"Única medalhada do Irão desertou: “Sou uma de milhões de mulheres oprimidas”
","de médico, de sábio e de louco todos temos um pouco.
",0.4008918628686366
"Reações à morte do ""Speedy"", o altruísta que parou para ajudar um rival no deserto
","cada um é para o que nasce.
",0.3721042037676254
"Magia dos patins faz a Oliveirense crescer no hóquei
","o que se não faz no dia da romaria, faz-se no outro dia.
",0.3086066999241838
"Kobe Bryant, o fim trágico de uma estrela
","senhoria de Itália, Dom de Espanha - não valem uma castanha.
",0.3273268353539886
"Presidente da federação de Andebol diz que Tóquio2020 seria ""topo do topo""
","mais do que o dado, vale a maneira de o dar.
",0.28347335475692037
"Mais rápido, mais alto, mais forte. Um calendário para homenagear os paralímpicos
","mais alto é aquele que mais tem.
",0.5833333333333334
"Seleção portuguesa de andebol recebida com fortes aplausos na chegada a Lisboa
","a lisonja é incompatível com a nobreza de carácter.
",0.2461829819586655
"Atletas de 22 nacionalidades correram na Meia Maratona Manuela Machado
","de médico, de sábio e de louco todos temos um pouco.
",0.23717082451262844
"Paulo Gonçalves. Uma vida de suor dedicada a correr na areia em imagens
","em casa de ferreiro, espeto de pau.
",0.28867513459481287
"Queda impressionante de jogador interrompe Benfica-F.C. Porto em basquetebol
","em casa de ferreiro, espeto de pau.
",0.3333333333333333
"Ford experimenta um novo combustível: óleo de cozinha
","de Santa Luzia ao Natal, um salto de pardal, de Natal a Janeiro, um salto de carneiro.
",0.3638034375544994
"Escócia terá energia 100% renovável até ao final de 2020
","cachorro mordido de cobra, tem medo até de barbante.
",0.2860387767736777
"Em Idanha-a-Nova vai crescer um aldeamento sustentável para viver ou visitar
","estar a olhar para qualquer coisa como um boi para um palácio.
",0.29814239699997197
"Um museu temporário para mudar comportamentos para sempre
","estar a olhar para qualquer coisa como um boi para um palácio.
",0.4898979485566356
"Destruídos 41 mil ninhos de vespa-asiática em cinco anos
","em abril, águas mil.
",0.31622776601683794
"""Não é com mais barragens"" que se resolve falta de água, mas também pode ser
","não é com vinagre que se apanham moscas.
",0.40406101782088427
"ONU critica inação no Pinhal de Leiria
","calcanhar de homem, cu de mulher e nariz de cão só aquecem no Verão.
",0.3468439878096479
"O vírus não precisa de passaporte
","a magro não chego, e de gordo não passo.
",0.44721359549995787
"Ministro do Ambiente apoia central de dessalinização no Algarve
","calcanhar de homem, cu de mulher e nariz de cão só aquecem no Verão.
",0.30588764516074896
"O “Brexit”, a geopolítica atlântica e a macrorregião europeia peninsular
","a abelha não leva chumbo.
",0.0
"E que tal usar flores, vermes e estrume para reduzir a poluição das águas?
","a aversão é para o coração, o que a prevenção é para o espírito.
",0.30151134457776363
"Investigador sugere que os OVNIs são pilotados por humanos do futuro
","em questões de amor e bravura, os que mais roncam são os que menos fazem.
",0.3553345272593508
"Proteção de dados pessoais é condição da dignidade.
","da flor de Janeiro, ninguém enche o celeiro.
",0.28571428571428564
"Nível atual de emissão de gases vai elevar a temperatura mais três graus
","nove meses de Inverno, três de inferno.
",0.44543540318737396
"Máscaras esgotam nas farmácias, das mais simples às mais elaboradas
","quanto mais depressa, mais devagar.
",0.4364357804719848
"Médicos fazem exames desportivos à pressão e a troco de 2,3 euros por consulta
","de médico, de sábio e de louco todos temos um pouco.
",0.23717082451262844
"Auriol Dongmo fixa novo recorde de Portugal no peso feminino
","calcanhar de homem, cu de mulher e nariz de cão só aquecem no Verão.
",0.29019050004400465
"Paulo Conceição com novo recorde de Portugal no salto em altura
","de Santa Luzia ao Natal, um salto de pardal, de Natal a Janeiro, um salto de carneiro.
",0.3102526139970115
"Kobe Bryant: Eternidade chegou depressa de mais a quem nasceu para se tornar uma lenda
","quanto mais alto se sobe de mais alto se cai.
",0.33407655239053047
"As fotografias da vida em Fukushima — nove anos depois do desastre nuclear
","depois da tempestade vem a bonança.
",0.25819888974716115
"Missão Paralímpica Tóquio2020 prepara atletas para participação ao mais alto nível
","mais alto é aquele que mais tem.
",0.3198010745334156
"Portugal vence Bélgica e aproxima-se da manutenção no ‘Championship’ de râguebi
","o que se não faz no dia da romaria, faz-se no outro dia.
",0.3289758474798845
"Choque mundial do coronavírus. Bolsas perdem 1% em janeiro e juros da dívida em queda
","o caldo em quente, a injúria em frio.
",0.36514837167011066
"Investimento em fundos sustentáveis dispara
","o caldo em quente, a injúria em frio.
",0.3162277660168379
"Países “não estão preparados” para crises de saúde pública
","quem não é para comer, não é para trabalhar.
",0.40201512610368484
"Corona vírus: Uma infeção que constipa as economias
","são mais as vozes que as nozes.
",0.35355339059327373
"Mundo fecha as portas a viajantes da China com receio do coronavírus
","a boca do ambicioso só se fecha com terra de sepultura.
",0.2860387767736777
Todos no planeta (afinal) temos um pouco de neandertal,"de médico e de louco todos temos um pouco.
",0.6324555320336759
