News Title,Proverb,Similarity level
"Clima – 10 resoluções para 2020
","gato escaldado de água fria tem medo.
",0.8520721162837789
"Nova meta de inflação e combate ao aquecimento global. O BCE redefine a sua missão
","se Deus não defende a cidade, debalde a vigiam seus guardas.
",0.9183724410022981
"Nível atual de emissão de gases vai elevar a temperatura mais três graus
","quem tem telhados de vidro não atira pedras.
",0.8802440586297764
"Malásia devolve 150 contentores ilegais de lixo a países desenvolvidos
","a boca do ambicioso só se fecha com terra de sepultura.
",0.8824158363539178
"Relógio do Apocalipse coloca humanidade a 100 segundos do fim
","a boca do ambicioso só se fecha com terra de sepultura.
",0.9032544698121561
"""Tempestade """"Glória"""" fez 12 mortos em Espanha. Governo culpa alterações climáticas""
","poente nubloso, vermelho acobreado safa a japona, que o tempo é molhado.
",0.9162480980647703
"Impacto mais antigo de um asteroide na Terra ocorreu na Austrália há 2.229 milhões de anos
","a ignorância força-nos a fazer duas vezes o mesmo caminho.
",0.854245092284311
"Atuais emissões de gases vão provocar aumento de três graus nas temperaturas
","quem tem telhados de vidro não atira pedras.
",0.8770910672098639
"Quer combater o aquecimento global? Plante uma árvore
","é mais abjecto que o miserável, quem lhe insulta a desgraça.
",0.8795880915088063
"Veredicto abre a porta a protecção para “refugiados climáticos”
","barriga vazia não conhece alegria.
",0.8950629032291683
"PAN propõe fim da isenção do imposto do petróleo para avião e barcos
","de grão em grão a galinha enche o papo.
",0.8833081402080631
"Judoca Jorge Fonseca galardoado com o prémio Ética no Desporto de 2019
","cão que levou mordida de cobra tem medo de salsicha.
",0.8994180782447734
"Paulo Gonçalves condecorado a título póstumo com Colar de Honra ao Mérito Desportivo
","a boca do ambicioso só se fecha com terra de sepultura.
",0.8933862355283643
"Judocas Jorge Fonseca e Patrícia Sampaio eleitos atletas do ano na Gala do Desporto
","não suba o sapateiro além da chinela.
",0.9114925497309181
"Óculos de natação com realidade aumentada
","nuvem comprida que se desfia sinal de grande ventania.
",0.896314465839949
"De pequenino se começa a rolar no primeiro skatepark do Porto
","poucos fuzis, trovões em barda, rumo em que o vento se alaparda.
",0.9119069143940313
"Única medalhada do Irão desertou: “Sou uma de milhões de mulheres oprimidas”
","poente nubloso, vermelho acobreado safa a japona, que o tempo é molhado.
",0.915989614558337
"Reações à morte do ""Speedy"", o altruísta que parou para ajudar um rival no deserto
","coube sempre o melhor quinhão, a quem mais força teve, e não razão.
",0.9296472575714977
"Magia dos patins faz a Oliveirense crescer no hóquei
","miragem que espante vento do levante.
",0.8929259438774371
"Kobe Bryant, o fim trágico de uma estrela
","poente nubloso, vermelho acobreado safa a japona, que o tempo é molhado.
",0.9148790091842631
"Presidente da federação de Andebol diz que Tóquio2020 seria ""topo do topo""
","de Santa Luzia ao Natal, um salto de pardal, de Natal a Janeiro, um salto de carneiro.
",0.9129177512148188
"Mais rápido, mais alto, mais forte. Um calendário para homenagear os paralímpicos
","poucos fuzis, trovões em barda, rumo em que o vento se alaparda.
",0.908241165472924
"Seleção portuguesa de andebol recebida com fortes aplausos na chegada a Lisboa
","vozes de burro não chegam aos céus.
",0.9145671480797084
"Atletas de 22 nacionalidades correram na Meia Maratona Manuela Machado
","de couves cruas, mulheres nuas e lautas ceias estão as sepulturas cheias.
",0.8762819826068623
"Paulo Gonçalves. Uma vida de suor dedicada a correr na areia em imagens
","de grão em grão a galinha enche o papo.
",0.904606568377224
"Queda impressionante de jogador interrompe Benfica-F.C. Porto em basquetebol
","cão que levou mordida de cobra tem medo de salsicha.
",0.9060258211464993
"Ford experimenta um novo combustível: óleo de cozinha
","a Arca de Noé foi construída por amadores; os profissionais construíram o Titanic.
",0.9094739879342599
"Escócia terá energia 100% renovável até ao final de 2020
","em zanga de marido e mulher não se mete a colher.
",0.8776123698879776
"Em Idanha-a-Nova vai crescer um aldeamento sustentável para viver ou visitar
","receia-se menos um bravo em cólera, que um cobarde que dissimula.
",0.9049240723394484
"Um museu temporário para mudar comportamentos para sempre
","tantas vezes vai o cântaro à fonte que um dia se quebra.
",0.8632052474378609
"Destruídos 41 mil ninhos de vespa-asiática em cinco anos
","a Arca de Noé foi construída por amadores; os profissionais construíram o Titanic.
",0.9059829498433042
"""Não é com mais barragens"" que se resolve falta de água, mas também pode ser
","se a vida lhe der um limão, faça uma limonada.
",0.9113509329121858
"ONU critica inação no Pinhal de Leiria
","a ignorância da lei não desculpa a ninguém.
",0.8456506743996367
"O vírus não precisa de passaporte
","palavra de rei não volta atrás.
",0.8905149079151476
"Ministro do Ambiente apoia central de dessalinização no Algarve
","a boca do ambicioso só se fecha com terra de sepultura.
",0.8989995678043947
"O “Brexit”, a geopolítica atlântica e a macrorregião europeia peninsular
","limpo horizonte que relampeja, dia sereno, calma sobeja.
",0.8949937527427841
"E que tal usar flores, vermes e estrume para reduzir a poluição das águas?
","é mais abjecto que o miserável, quem lhe insulta a desgraça.
",0.9066056687633891
"Investigador sugere que os OVNIs são pilotados por humanos do futuro
","a Arca de Noé foi construída por amadores; os profissionais construíram o Titanic.
",0.8900282205974712
"Proteção de dados pessoais é condição da dignidade.
","calcanhar de homem, cu de mulher e nariz de cão só aquecem no Verão.
",0.9064859447811499
"Nível atual de emissão de gases vai elevar a temperatura mais três graus
","quem tem telhados de vidro não atira pedras.
",0.8802440586297764
"Máscaras esgotam nas farmácias, das mais simples às mais elaboradas
","de couves cruas, mulheres nuas e lautas ceias estão as sepulturas cheias.
",0.9180733876521076
"Médicos fazem exames desportivos à pressão e a troco de 2,3 euros por consulta
","muitos comandantes levam o navio pela encosta acima.
",0.8955801920258947
"Auriol Dongmo fixa novo recorde de Portugal no peso feminino
","miragem que espante vento do levante.
",0.8759965839096066
"Paulo Conceição com novo recorde de Portugal no salto em altura
","sogro e sogra milho e feijão só dão resultado debaixo do chão.
",0.8834631397181532
"Kobe Bryant: Eternidade chegou depressa de mais a quem nasceu para se tornar uma lenda
","tantas vezes vai o cântaro à fonte que um dia se quebra.
",0.8946102834982571
"As fotografias da vida em Fukushima — nove anos depois do desastre nuclear
","se em Novembro ouvires trovão, o ano que vem será bom.
",0.8890662720948831
"Missão Paralímpica Tóquio2020 prepara atletas para participação ao mais alto nível
","ninguém aponte as faltas alheias com o dedo sujo.
",0.896505999603768
"Portugal vence Bélgica e aproxima-se da manutenção no ‘Championship’ de râguebi
","sogro e sogra milho e feijão só dão resultado debaixo do chão.
",0.9100613569170276
"Choque mundial do coronavírus. Bolsas perdem 1% em janeiro e juros da dívida em queda
","a Arca de Noé foi construída por amadores; os profissionais construíram o Titanic.
",0.935286291523865
"Investimento em fundos sustentáveis dispara
","cão que levou mordida de cobra tem medo de salsicha.
",0.8635578736458265
"Países “não estão preparados” para crises de saúde pública
","saco vazio não se tem de pé.
",0.9013386457092022
"Corona vírus: Uma infeção que constipa as economias
","a felicidade é algo que se multiplica quando se divide.
",0.889933979655022
"Mundo fecha as portas a viajantes da China com receio do coronavírus
","não contes com o ovo no cu da galinha.
",0.9137177724382334
Todos no planeta (afinal) temos um pouco de neandertal,"o avarento, por um real, perde um cento.
",0.885259299968694
