News Title,Proverb,Similarity level
"Atuais emissões de gases vão provocar aumento de três graus nas temperaturas
","nas costas dos outros vejo as minhas.
",0.14285714285714285
"Quer combater o aquecimento global? Plante uma árvore
","o hábito é uma segunda Natureza.
",0.13333333333333333
"Veredicto abre a porta a protecção para “refugiados climáticos”
","para trás mija a burra.
",0.14285714285714285
"PAN propõe fim da isenção do imposto do petróleo para avião e barcos
","a palavra é de prata e o silêncio é de ouro.
",0.16
"Judoca Jorge Fonseca galardoado com o prémio Ética no Desporto de 2019
","não contes com o ovo no cu da galinha.
",0.19047619047619047
"Paulo Gonçalves condecorado a título póstumo com Colar de Honra ao Mérito Desportivo
","o magnânimo tem por sua a honra dos seus.
",0.18181818181818182
"Judocas Jorge Fonseca e Patrícia Sampaio eleitos atletas do ano na Gala do Desporto
","a esperteza do tolo sempre redunda em velhacaria.
",0.16666666666666666
"Óculos de natação com realidade aumentada
","gato escondido com o rabo de fora.
",0.15384615384615385
"De pequenino se começa a rolar no primeiro skatepark do Porto
","de pequenino se constrói o destino.
",0.23529411764705882
"Única medalhada do Irão desertou: “Sou uma de milhões de mulheres oprimidas”
","quando de faz uma panela, faz-se o testo para ela.
",0.12
"Reações à morte do ""Speedy"", o altruísta que parou para ajudar um rival no deserto
","mais vale um pássaro na mão do que dois a voar.
",0.19230769230769232
"Magia dos patins faz a Oliveirense crescer no hóquei
","a beleza está nos olhos de quem vê.
",0.2222222222222222
"Kobe Bryant, o fim trágico de uma estrela
","quando de faz uma panela, faz-se o testo para ela.
",0.15789473684210525
"Presidente da federação de Andebol diz que Tóquio2020 seria ""topo do topo""
","sol de Janeiro dá que fazer ao coveiro.
",0.2
"Mais rápido, mais alto, mais forte. Um calendário para homenagear os paralímpicos
","os amigos são para as ocasiões.
",0.1111111111111111
"Seleção portuguesa de andebol recebida com fortes aplausos na chegada a Lisboa
","não contes com o ovo no cu da galinha.
",0.18181818181818182
"Atletas de 22 nacionalidades correram na Meia Maratona Manuela Machado
","a beleza está nos olhos de quem vê.
",0.16666666666666666
"Paulo Gonçalves. Uma vida de suor dedicada a correr na areia em imagens
","a boa fé é uma moeda, que quase não tem curso no comércio da vida.
",0.1724137931034483
"Queda impressionante de jogador interrompe Benfica-F.C. Porto em basquetebol
","no Natal, passadinha de Natal.
",0.13333333333333333
"Ford experimenta um novo combustível: óleo de cozinha
","cada um come do que faz.
",0.125
"Escócia terá energia 100% renovável até ao final de 2020
","até ao lavar dos cestos é vindima.
",0.23529411764705882
"Em Idanha-a-Nova vai crescer um aldeamento sustentável para viver ou visitar
","para amigo íntimo, basta um, colhido na adversidade.
",0.14285714285714285
"Um museu temporário para mudar comportamentos para sempre
","amor ardente, amor para sempre.
",0.14285714285714285
"Destruídos 41 mil ninhos de vespa-asiática em cinco anos
","em abril, águas mil.
",0.16666666666666666
"""Não é com mais barragens"" que se resolve falta de água, mas também pode ser
","não é com vinagre que se apanham moscas.
",0.25
"ONU critica inação no Pinhal de Leiria
","no Natal, passadinha de Natal.
",0.21428571428571427
"O vírus não precisa de passaporte
","não suba o sapateiro além da canela.
",0.23076923076923078
"Ministro do Ambiente apoia central de dessalinização no Algarve
","no Natal, passadinha de Natal.
",0.17647058823529413
"O “Brexit”, a geopolítica atlântica e a macrorregião europeia peninsular
","o cão ladra e a caranava passa.
",0.1875
"E que tal usar flores, vermes e estrume para reduzir a poluição das águas?
","antes a morte que tal sorte.
",0.14285714285714285
"Investigador sugere que os OVNIs são pilotados por humanos do futuro
","o homem queremos ver, que os vestidos são de lã.
",0.25
"Proteção de dados pessoais é condição da dignidade.
","a necessidade é mestra de engenhos.
",0.21428571428571427
"Nível atual de emissão de gases vai elevar a temperatura mais três graus
","vai muito do dizer ao fazer.
",0.15
"Máscaras esgotam nas farmácias, das mais simples às mais elaboradas
","mais vale andar no mar alto, que nas bocas do mundo.
",0.16666666666666666
"Médicos fazem exames desportivos à pressão e a troco de 2,3 euros por consulta
","santos da casa não fazem milagres.
",0.16666666666666666
"Auriol Dongmo fixa novo recorde de Portugal no peso feminino
","no Natal, passadinha de Natal.
",0.1875
"Paulo Conceição com novo recorde de Portugal no salto em altura
","não contes com o ovo no cu da galinha.
",0.19047619047619047
"Kobe Bryant: Eternidade chegou depressa de mais a quem nasceu para se tornar uma lenda
","quem nasceu para a forca não morre afogado.
",0.18181818181818182
"As fotografias da vida em Fukushima — nove anos depois do desastre nuclear
","a verdade na arte é apenas a sinceridade das impressões do artista.
",0.18518518518518517
"Missão Paralímpica Tóquio2020 prepara atletas para participação ao mais alto nível
","custa mais a mecha que o sebo.
",0.17647058823529413
"Portugal vence Bélgica e aproxima-se da manutenção no ‘Championship’ de râguebi
","o casamento e a mortalha no céu se talha.
",0.25
"Choque mundial do coronavírus. Bolsas perdem 1% em janeiro e juros da dívida em queda
","a esperteza do tolo sempre redunda em velhacaria.
",0.16666666666666666
"Investimento em fundos sustentáveis dispara
","em Julho fazer vasculho.
",0.1
"Países “não estão preparados” para crises de saúde pública
","para lá do Marão, mandam os que lá estão.
",0.15789473684210525
"Corona vírus: Uma infeção que constipa as economias
","duas cabeças pensam melhor que uma.
",0.13333333333333333
"Mundo fecha as portas a viajantes da China com receio do coronavírus
","a boca do ambicioso só se fecha com terra de sepultura.
",0.21739130434782608
Todos no planeta (afinal) temos um pouco de neandertal,"de médico e de louco todos temos um pouco.
",0.2777777777777778
